CID,FSA,Comm_Name,PR,HR,health_region,HR_UID,HR_NAME,pop.2016,area.km2,pop.km2
492393368,T0C,STETTLER,48,4833,Central,4833,Central Zone,62701,36.259528847118176,1729.2282054840691
492393373,H2G,MONTREAL,24,2406,Montréal,2406,Région de Montréal,21981,1.097935441063321,20020.302813717342
492393377,L4N,BARRIE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,98663,177.65889395206347,555.3507499974731
492393397,V2R,CHILLIWACK,59,5902,Fraser,591,Fraser,48608,25374.93480518105,1.9155911285366232
492393483,T5L,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,17124,65.26536969105044,262.3749789675694
492393492,K1T,GLOUCESTER,35,3551,Ottawa,3551,Ottawa Public Health,35432,0.43539137190918437,81379.6558361532
492393497,H1G,MONTREAL-NORD,24,2406,Montréal,2406,Région de Montréal,48556,8.419697998293517,5766.952687595352
492393498,H4B,MONTREAL,24,2406,Montréal,2406,Région de Montréal,20368,2.4108621608754444,8448.429914634302
492393514,H3L,MONTREAL,24,2406,Montréal,2406,Région de Montréal,20636,2.8378458705014014,7271.712750331276
492393520,V1R,TRAIL,59,5901,Interior,592,Interior,10021,394.7057960526492,25.388530141227807
492393537,N4N,HANOVER,35,3533,Grey Bruce,3533,Grey Bruce Health Unit,9901,5.996174969970657,1651.2193272519619
492393596,T5Z,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,30715,18168.275530319643,1.690584224614058
492393616,T2W,CALGARY,48,4832,Calgary,4832,Calgary Zone,42377,32.47336361026055,1304.977227139175
492393635,M1K,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,48434,3.7200155512745114,13019.838044334538
492393639,M5V,TORONTO,35,3595,Toronto,3595,Toronto Public Health,49195,0.6627260070607588,74231.28031172889
492393650,L6C,MARKHAM,35,3570,York,3570,York Region Public Health,50929,4.9463107409124465,10296.360796492361
492393671,L6S,BRAMPTON,35,3553,Peel,3553,Peel Public Health,53308,133.81904269265752,398.3588503351694
492393722,H3M,MONTREAL,24,2406,Montréal,2406,Région de Montréal,15478,4.4255528960353345,3497.4161112990164
492393767,V7L,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,26608,93.05578087782145,285.93602405996944
492393781,K7M,KINGSTON,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit",47676,156.86551117205408,303.9291405980742
492393783,N2A,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",29858,2174.1090873592593,13.733441515699866
492393784,A0G,LEWISPORTE,10,1012,Central,1012,Central Regional Health Authority,35266,852.3901040016912,41.37307534946468
492393802,K2J,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health,68963,32.248345607984476,2138.497299623495
492393822,T6H,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,30171,29075.15805711392,1.0376899737134173
492393833,H2T,MONTREAL,24,2406,Montréal,2406,Région de Montréal,16272,2.996773997843271,5429.838890657317
492393846,L6L,OAKVILLE,35,3536,Halton,3536,Halton Region Health Department,29742,19.326152428902297,1538.9509168685217
492393868,M6S,TORONTO,35,3595,Toronto,3595,Toronto Public Health,34299,23.008716278593184,1490.6959425594314
492393872,B0P,BERWICK,12,1201,Zone 1 - Western,1201,Zone 1 - Western,40417,1722.2959956769203,23.46693024976509
492393921,V6G,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,27198,884.94265104004,30.734194999003844
492393923,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal,20338,0.08654645146517455,234995.1922429057
492393936,T0A,ST PAUL,48,4835,North,4835,North Zone,59234,38.88624025666218,1523.2637459686462
492393971,T4H,OLDS,48,4833,Central,4833,Central Zone,12316,792.3558831663822,15.543520609430288
492393976,H9R,POINTE-CLAIRE,24,2406,Montréal,2406,Région de Montréal,23861,1523.3253919087974,15.663757806925977
492393989,M3H,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,37011,11.946105538377198,3098.164492277515
492393999,M4W,TORONTO,35,3595,Toronto,3595,Toronto Public Health,14561,103.47792797427306,140.71599890964373
492394037,V7C,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal,39252,36.09470031961169,1087.472666414488
492394067,T4T,ROCKY MOUNTAIN HOUSE,48,4833,Central,4833,Central Zone,13389,20.564011705339443,651.0889116311653
492394128,V5H,BURNABY,59,5902,Fraser,591,Fraser,38845,2186.2403580714176,17.76794571401424
492394131,M5B,TORONTO,35,3595,Toronto,3595,Toronto Public Health,12785,6.5130149992780275,1962.9925620342078
492394174,M4L,TORONTO,35,3595,Toronto,3595,Toronto Public Health,32640,51.77593804041809,630.4086654020655
492394176,T5R,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,25867,16.216677345798004,1595.0863082752612
492394186,N2A,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",29858,2174.1090873592593,13.733441515699866
492394192,H1V,MONTREAL,24,2406,Montréal,2406,Région de Montréal,22086,2.8390175158596316,7779.451826774847
492394216,N3T,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit,34317,11019.282511687969,3.114268098998327
492394238,J4X,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie,17657,10.74927896461045,1642.6218035769325
492394255,T3H,CALGARY,48,4832,Calgary,4832,Calgary Zone,71251,3.455576296221834,20619.136691585285
492394290,L5A,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,47828,33.19785734957322,1440.695388752698
492394313,V3R,SURREY,59,5902,Fraser,591,Fraser,57844,73.08467902233808,791.465472295776
492394315,T3K,CALGARY,48,4832,Calgary,4832,Calgary Zone,80792,4.158144247478486,19429.821379812056
492394328,A1E,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,27115,32.04267386779346,846.2152725417109
492394331,V6Y,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal,47768,164.38268708166004,290.5902126801857
492394343,M6G,TORONTO,35,3595,Toronto,3595,Toronto Public Health,32086,3.9310923607936945,8162.107896524156
492394372,K4A,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health,54524,12.803460931775438,4258.53605447283
492394437,R1C,NAROL,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority,3714,287.850558403293,12.902528383483281
492394442,H9B,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal,20943,11.02593820757004,1899.4301986583998
492394520,T3H,CALGARY,48,4832,Calgary,4832,Calgary Zone,71251,3.455576296221834,20619.136691585285
492394565,V8T,VICTORIA,59,5904,Island,593,Vancouver Island,20136,229.82227265568892,87.61552902301597
492394570,T0M,RED DEER COUNTY,48,4833,Central,4833,Central Zone,67484,33931.0601750824,1.9888562176302857
492394605,E2A,BATHURST,13,1306,Zone 6 (Bathurst area),1306,Zone 6 (Bathurst area),17205,33.79268094591506,509.1339165287441
492394647,J8V,CANTLEY,24,2407,Outaouais,2407,Région de l'Outaouais,26483,8.803550486106731,3008.2181094768507
492394660,M1P,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,45571,24.167438986832945,1885.6362904165508
492394688,V5H,BURNABY,59,5902,Fraser,591,Fraser,38845,2186.2403580714176,17.76794571401424
492394715,V1S,KAMLOOPS,59,5901,Interior,592,Interior,11279,53.399092359207195,211.22081858860003
492394731,A1Y,CARBONEAR,10,1011,Eastern,1011,Eastern Regional Health Authority,5669,63733.8502384255,0.08894802336266401
492394907,V2R,CHILLIWACK,59,5902,Fraser,591,Fraser,48608,25374.93480518105,1.9155911285366232
492394915,M2R,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,40792,24.94455822669293,1635.3065718497623
492394917,V5K,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,23016,959.4703319689365,23.988235209700218
492394918,R2N,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,30306,53.139512562773675,570.3100863825114
492394921,L6P,BRAMPTON,35,3553,Peel,3553,Peel Public Health,82182,15.470799542282702,5312.071931084832
492422811,R0K,CARBERRY,46,4602,Prairie Mountain,4602,Prairie Mountain Health,27772,27.039362417993317,1027.095224017529
492611818,G4R,SEPT-ILES,24,2409,Côte-Nord,2409,Région de la Côte-Nord,20973,198.3150005380727,105.75599396462994
492618722,R0A,NIVERVILLE,46,4605,Southern Health,4605,Southern Health—Santé Sud,46213,292.53794337141363,157.97267003182148
492638676,R2J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,26499,22.266000614093937,1190.11044952665
492707670,E3B,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area),36946,229.52366974086578,160.96814782419762
492707671,A2H,CORNER BROOK,10,1013,Western,1013,Western Regional Health Authority,26092,12981.430319990037,2.009948007025163
492707740,V2B,KAMLOOPS,59,5901,Interior,592,Interior,39843,14.029748573325362,2839.8940858963892
492707849,R3B,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,12963,143.07551307639645,90.60250577664041
492708011,M4W,TORONTO,35,3595,Toronto,3595,Toronto Public Health,14561,103.47792797427306,140.71599890964373
492708126,L4H,WOODBRIDGE,35,3570,York,3570,York Region Public Health,68382,19.637646716691805,3482.1891332771547
492708184,M1S,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,37769,37.96217619809884,994.9113507852979
492708200,K1V,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,54835,12.209483588074729,4491.180941801547
492708224,P3C,SUDBURY,35,3561,Sudbury,3561,Sudbury and District Health Unit,16249,27.027368888568624,601.205395426878
492708247,E5T,NORTON,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area),3035,596.6208175253503,5.086983073417554
492708271,N2M,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",33221,6.658579749902295,4989.202089302523
492708280,H8P,LASALLE,24,2406,Montréal,2406,Région de Montréal,22706,5.706919927533101,3978.678567129467
492708282,J7Z,SAINT-JEROME,24,2415,Laurentides,2415,Région des Laurentides,29351,16.09541322319079,1823.562998538623
492708286,K0L,DOURO-DUMMER,35,3555,Peterborough,3555,Peterborough Public Health,71343,6.301129954002105,11322.254979789323
492708365,M1R,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,29858,26.009127247328113,1147.9816187629779
492708390,G5A,LA MALBAIE,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale,8332,22.744549508778544,366.3295242134455
492708447,T6K,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,29838,48.756203103164026,611.9836677369093
492708549,K0M,MINDEN,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit",49388,276.285017018475,178.7574314849562
492708560,M1W,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,48471,179.65109622901298,269.8063135568672
492708670,L4A,STOUFFVILLE,35,3570,York,3570,York Region Public Health,42174,157.2983256516201,268.11474200561923
492708701,V1C,CRANBROOK,59,5901,Interior,592,Interior,25413,21189.41838432148,1.1993250375764746
492708769,V3T,SURREY,59,5902,Fraser,591,Fraser,38549,186.28200265153944,206.93893908854983
492708803,G0A,BOISCHATEL,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale,86140,64.0461177218959,1344.9683300717963
492708806,T5H,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,26290,29.703014721548058,885.0953428955451
492708843,A1N,MOUNT PEARL,10,1011,Eastern,1011,Eastern Regional Health Authority,22957,3511.638424893072,6.537404260434082
492708946,A1G,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,5777,66.24360537770973,87.20841758326003
492709000,N9Y,KINGSVILLE,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,14814,800.7813675849675,18.49943142992541
492709038,L6H,OAKVILLE,35,3536,Halton,3536,Halton Region Health Department,60913,21.029528259272585,2896.546192049816
492709039,L3T,THORNHILL,35,3570,York,3570,York Region Public Health,50669,7.743128625552013,6543.7373509196705
492709078,L8E,STONEY CREEK,35,3537,Hamilton,3537,Hamilton Public Health Services,39398,12.701402877453164,3101.862084064523
492709096,N4X,ST MARYS,35,3539,Huron Perth,3539,Huron Perth Health Unit,9791,419.44563426919524,23.342715241413746
492709119,M5R,TORONTO,35,3595,Toronto,3595,Toronto Public Health,26496,0.5955577951678342,44489.38493456064
492709132,T2Y,CALGARY,48,4832,Calgary,4832,Calgary Zone,61344,32.906239348144005,1864.2057316543512
492709141,B3P,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,9347,30.046930064061257,311.0800331372231
492709162,L4P,KESWICK,35,3570,York,3570,York Region Public Health,28916,145.41060839301232,198.8575683683719
492709225,V3B,PORT COQUITLAM,59,5902,Fraser,591,Fraser,56524,1916.4536681097202,29.49406027423143
492709231,L2M,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department,32759,9.953078478927441,3291.3434842653987
492709249,L4C,RICHMOND HILL,35,3570,York,3570,York Region Public Health,71152,103.8059707601489,685.4326343558963
492709255,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island,66795,32545.388595948938,2.0523644940688848
492709285,L7M,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department,47925,12.983957260795059,3691.0934807763965
492709307,T5K,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,22814,41.52725492472705,549.3741409431711
492709347,E3Z,GRAND-SAULT/GRAND FALLS,13,1304,Zone 4 (Edmundston area),1304,Zone 4 (Edmundston area),4080,602.8116106184364,6.768283702787754
492709354,M4C,EAST YORK,35,3595,Toronto,3595,Toronto Public Health,46866,6.84213842199296,6849.61295862661
492709362,L6C,MARKHAM,35,3570,York,3570,York Region Public Health,50929,4.9463107409124465,10296.360796492361
492709363,L8K,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services,31449,157.60693659124627,199.54070982017123
492709426,R2G,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,33030,812.4508727859918,40.65476585277847
492709427,L9S,INNISFIL,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,28567,13.646883314536506,2093.298472741447
492709428,M6H,TORONTO,35,3595,Toronto,3595,Toronto Public Health,44950,14.156462522528441,3175.228269666031
492709448,S6H,MOOSE JAW,47,4706,South,476,South,27471,1.2723613878364939,21590.564019481382
492709547,P7C,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit,21880,24.92401856048284,877.8680671780133
492709556,R2P,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,32557,8.44778753499418,3853.9084778275533
492709561,M1B,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,66108,2.3466548388690107,28171.164717117616
492709618,R2K,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,33413,7516.189513387476,4.445470665752422
492709662,V4G,DELTA,59,5902,Fraser,591,Fraser,86,23.447028872241606,3.6678421163123742
492709670,P7E,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit,20997,10.888144705810577,1928.4277135658128
492709675,M5A,TORONTO,35,3595,Toronto,3595,Toronto Public Health,41078,15.858421950488228,2590.295562083675
492709693,L5M,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,104868,8.391811275783631,12496.467872510322
492709713,G9H,BECANCOUR,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec,13028,217.11627247844228,60.00471476081354
492709760,H8P,LASALLE,24,2406,Montréal,2406,Région de Montréal,22706,5.706919927533101,3978.678567129467
492709791,A1L,PARADISE,10,1011,Eastern,1011,Eastern Regional Health Authority,21376,4631.026411193781,4.615823383846718
492709798,L5V,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,50821,6.9512604713225,7311.048148700885
492709827,V7L,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,26608,93.05578087782145,285.93602405996944
492709829,T5X,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,41912,39826.1674823624,1.0523734180187272
492709832,S0J,SHELLBROOK,47,4701,Far North,471,Far North,49995,1.5183448089836202,32927.30327406108
492709833,V5A,BURNABY,59,5902,Fraser,591,Fraser,23960,13.525704053195458,1771.4419823003175
492709838,K1R,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,18730,3.0631018759070705,6114.716636531562
492709881,V6M,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,16348,7.629522272447747,2142.729179654802
492709886,V2X,MAPLE RIDGE,59,5902,Fraser,591,Fraser,47944,25854.97651703117,1.8543432042345258
492709925,T8V,GRANDE PRAIRIE,48,4835,North,4835,North Zone,31893,240.4503042590819,132.63863440836295
492709967,M1J,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,36699,7.9556849622128025,4612.927758490892
492709976,A1K,TORBAY,10,1011,Eastern,1011,Eastern Regional Health Authority,12253,171.7948104235826,71.32345831511805
492710026,V9W,CAMPBELL RIVER,59,5904,Island,593,Vancouver Island,28743,10.972947161206518,2619.4421223148947
492710032,K9J,PETERBOROUGH,35,3555,Peterborough,3555,Peterborough Public Health,43047,13.9173760301602,3093.0399456559408
492710057,L0S,NIAGARA ON THE LAKE,35,3546,Niagara,3546,Niagara Region Public Health Department,55265,133.30592497589794,414.5727206798352
492710093,N3R,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit,34276,7.204234767536063,4757.757222801169
492710116,L3P,MARKHAM,35,3570,York,3570,York Region Public Health,37764,9.81939810272271,3845.856905376802
492710130,V3M,NEW WESTMINSTER,59,5902,Fraser,591,Fraser,43423,4.901343591692331,8859.407464027012
492710141,V3S,SURREY,59,5902,Fraser,591,Fraser,95349,10.740257390688884,8877.720200882848
492710142,V8A,POWELL RIVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,18135,42.70110738290199,424.6962458697608
492710149,V9N,COURTENAY,59,5904,Island,593,Vancouver Island,30080,44.94585530460501,669.2496960207608
492710178,N2P,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",19975,2.1267356292013404,9392.328658875796
492710199,L9G,ANCASTER,35,3537,Hamilton,3537,Hamilton Public Health Services,23560,10.936288891623898,2154.2956878219084
492710221,M6C,YORK,35,3595,Toronto,3595,Toronto Public Health,24596,5.170691201027614,4756.810848636994
492710225,J6N,BEAUHARNOIS,24,2416,Montérégie,2416,Région de la Montérégie,15189,9.452007654445502,1606.9601882787574
492710254,T6L,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,51562,26.338689340123192,1957.652460764353
492710263,L3Y,NEWMARKET,35,3570,York,3570,York Region Public Health,44469,9.027902772218313,4925.72872371256
492710264,H4B,MONTREAL,24,2406,Montréal,2406,Région de Montréal,20368,2.4108621608754444,8448.429914634302
492710267,K1S,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,28660,4.903331788257109,5845.0052408522015
492710269,N1L,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit,14311,1314.0595462069166,10.890678463779858
492710278,E2E,QUISPAMSIS,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area),19526,24.139290065967813,808.8887430673967
492710336,V3C,PORT COQUITLAM,59,5902,Fraser,591,Fraser,38818,451.2100497694054,86.03088521596152
492710399,K2B,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,32260,6.1667109471976485,5231.3137872401785
492710402,N9K,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,2761,7.523578957736762,366.9796004680413
492710403,M9B,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,32400,22.940404034783704,1412.3552467024144
492710404,N9A,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,25160,16.061251003630158,1566.5031319361951
492710406,B2H,NEW GLASGOW,12,1202,Zone 2 - Northern,1202,Zone 2 - Northern,14477,3.8543626094120347,3756.003642378733
492710417,N3R,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit,34276,7.204234767536063,4757.757222801169
492710473,T2W,CALGARY,48,4832,Calgary,4832,Calgary Zone,42377,32.47336361026055,1304.977227139175
492710482,E2G,QUISPAMSIS,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area),5079,31.700924568726336,160.21614729213752
492710486,N6K,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,34766,42.21133842850601,823.6175704043052
492710487,V5Z,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,22547,5.169863980946275,4361.2365979255555
492710493,H1T,MONTREAL,24,2406,Montréal,2406,Région de Montréal,31338,3.142255018664261,9973.092512816305
492710527,T3L,CALGARY,48,4832,Calgary,4832,Calgary Zone,30168,40.71399486465729,740.9737143280927
492710528,T6W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,50904,2236.696781655244,22.75856093570673
492710532,K1T,GLOUCESTER,35,3551,Ottawa,3551,Ottawa Public Health,35432,0.43539137190918437,81379.6558361532
492710549,N3S,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit,25765,8.855011492631498,2909.651785482128
492710559,L9C,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services,40155,4.893642713760278,8205.543875749128
492710604,S4V,REGINA,47,4705,Regina,475,Regina,28386,7.824772573218125,3627.709270063242
492710607,J0B,AUSTIN,24,2405,Estrie,2405,Région de l'Estrie,62359,588.0234949049753,106.04848367509061
492710635,M2L,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,11717,37.55963940889104,311.95720151739204
492710645,M9B,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,32400,22.940404034783704,1412.3552467024144
492710670,R2C,WINNIPEG,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority,33556,176.39826569843692,190.22862762928708
492710674,V3H,PORT MOODY,59,5902,Fraser,591,Fraser,37222,181.54248488997723,205.0318966525008
492710679,G0K,SAINTE-LUCE,24,2401,Bas-Saint-Laurent,2401,Région du Bas-Saint-Laurent,11587,464.0461653744765,24.96949843481523
492710700,M6J,TORONTO,35,3595,Toronto,3595,Toronto Public Health,32684,18.655839215886573,1751.9447729892313
492710716,G8T,TROIS-RIVIERES,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec,28121,99.0925847711084,283.78510929910675
492710819,M8W,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,20674,3.6503405918534835,5663.581104223112
492710822,J8X,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais,9749,41.52252393304231,234.7882324234644
492710841,R2V,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,35235,15.15101171645094,2325.5872716237095
492710863,K7V,RENFREW,35,3557,Renfrew,3557,Renfrew County and District Health Unit,13438,541.5692204976681,24.813079272952997
492710864,V9Z,SOOKE,59,5904,Island,593,Vancouver Island,17456,21.223848976781227,822.4709862521528
492710867,H4W,COTE SAINT-LUC,24,2406,Montréal,2406,Région de Montréal,24742,4.851835550037136,5099.513317142545
492710871,L6R,BRAMPTON,35,3553,Peel,3553,Peel Public Health,88002,137.89851389761884,638.1649628605575
492710873,N2L,WATERLOO,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",27758,4.998411001790399,5553.364857363123
492710877,B0N,BROOKFIELD,12,1204,Zone 4 - Central,1204,Zone 4 - Central,39559,4454.2385497766845,8.881203724929216
492710891,T1Y,CALGARY,48,4832,Calgary,4832,Calgary Zone,57237,4.364225917078555,13115.040579364615
492710894,N6E,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,27508,72051.59335078122,0.38178198039393874
492710907,V3C,PORT COQUITLAM,59,5902,Fraser,591,Fraser,38818,451.2100497694054,86.03088521596152
492710926,T6W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,50904,2236.696781655244,22.75856093570673
492710933,L6T,BRAMPTON,35,3553,Peel,3553,Peel Public Health,38451,6.553104875185437,5867.600279922565
492710940,M1T,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,34588,15.997505105340869,2162.087136228047
492710948,N6G,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,40677,11358.824809993152,3.5810922943554515
492710963,N8S,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,21819,1124.4176962092336,19.404710610264072
492710973,V7L,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,26608,93.05578087782145,285.93602405996944
492710977,M1K,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,48434,3.7200155512745114,13019.838044334538
492710985,L0S,NIAGARA ON THE LAKE,35,3546,Niagara,3546,Niagara Region Public Health Department,55265,133.30592497589794,414.5727206798352
492710990,K1W,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health,10032,10.653326211775934,941.6777258647037
492710997,T4B,AIRDRIE,48,4832,Calgary,4832,Calgary Zone,48548,4.54191390545824,10688.886009410591
492711006,H1B,POINTE-AUX-TREMBLES,24,2406,Montréal,2406,Région de Montréal,20160,2.46857869405237,8166.642630665236
492711024,V3T,SURREY,59,5902,Fraser,591,Fraser,38549,186.28200265153944,206.93893908854983
492711030,V6K,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,26424,526.055823014934,50.23041062174471
492711040,M1E,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,46943,6.65016789211803,7058.919528278105
492711050,A1N,MOUNT PEARL,10,1011,Eastern,1011,Eastern Regional Health Authority,22957,3511.638424893072,6.537404260434082
492711076,M9C,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,38291,225.47001621448666,169.82745929096964
492711082,N6G,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,40677,11358.824809993152,3.5810922943554515
492711099,T1L,BANFF,48,4832,Calgary,4832,Calgary Zone,7442,13.349240758366207,557.484888819311
492711103,V6J,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,22188,100.43460454011527,220.91987220537857
492711109,V4W,ALDERGROVE,59,5902,Fraser,591,Fraser,19443,862.0295111772207,22.55491227144636
492711116,V6Y,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal,47768,164.38268708166004,290.5902126801857
492711124,E8E,CHARLO,13,1305,Zone 5 (Campbellton area),1305,Zone 5 (Campbellton area),5224,2.5601220799719915,2040.5276923579956
492711130,M8Y,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,21299,5.329430858106538,3996.486785751677
492711133,V9W,CAMPBELL RIVER,59,5904,Island,593,Vancouver Island,28743,10.972947161206518,2619.4421223148947
492711162,T5Y,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,45947,32460.835151173625,1.4154595772419238
492711165,N3T,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit,34317,11019.282511687969,3.114268098998327
492711205,T8H,SHERWOOD PARK,48,4834,Edmonton,4834,Edmonton Zone,28688,4564.906982994039,6.284465402443768
492711219,V4N,SURREY,59,5902,Fraser,591,Fraser,78675,179.01878716973502,439.47901359316563
492711249,J3V,SAINT-BRUNO,24,2416,Montérégie,2416,Région de la Montérégie,25953,98.22036657459272,264.23236753336886
492711306,J4X,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie,17657,10.74927896461045,1642.6218035769325
492711317,B3M,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,32204,163.03204968611695,197.5317127031271
492711326,M1K,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,48434,3.7200155512745114,13019.838044334538
492711344,K4C,CUMBERLAND,35,3551,Ottawa,3551,Ottawa Public Health,4530,191.684001644332,23.63264519281779
492711351,V3S,SURREY,59,5902,Fraser,591,Fraser,95349,10.740257390688884,8877.720200882848
