CID,FSA,Comm_Name,PR,HR,health_region,HR_UID,HR_NAME,pop.2016,area.km2,pop.km2
492390961,B2N,TRURO,12,1202,Zone 2 - Northern,1202,Zone 2 - Northern,19842,54.51398651456488,363.97998511260363
492390980,M1N,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,22136,5.9434685121935455,3724.4245434439604
492391005,H1R,SAINT-LEONARD,24,2406,Montréal,2406,Région de Montréal,30903,4.631988226332414,6671.649082421966
492391010,V1C,CRANBROOK,59,5901,Interior,592,Interior,25413,1916.4536681097202,13.260430149123263
492391048,T5W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,20652,11.781895765212298,1752.8588277769297
492391050,K9J,PETERBOROUGH,35,3555,Peterborough,3555,Peterborough Public Health,43047,267.3049852503078,161.04076757001084
492391055,K7K,KINGSTON,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit",31621,30.92953623283289,1022.3560987776174
492391062,L4N,BARRIE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,98663,65.51597146436772,1505.9381368352297
492391077,S6V,PRINCE ALBERT,47,4702,North,472,North,41092,2997.8053103270236,13.707361134641985
492391106,L9N,HOLLAND LANDING,35,3570,York,3570,York Region Public Health,11533,57.35985740819447,201.0639586832792
492391114,E3A,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area),28167,1168.1564666496822,24.11235207282124
492391120,N2M,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",33221,10.087167728810178,3293.392247768101
492391123,V6P,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,30697,9.259614447134112,3315.148829927886
492391124,T2R,CALGARY,48,4832,Calgary,4832,Calgary Zone,13879,1.3194445000015729,10518.82060972133
492391143,S0J,SHELLBROOK,47,4701,Far North,471,Far North,49995,348084.4240857274,0.14362894901521667
492391148,L6Y,BRAMPTON,35,3553,Peel,3553,Peel Public Health,87654,37.96217619809884,2308.982486741362
492391192,T8N,ST. ALBERT,48,4834,Edmonton,4834,Edmonton Zone,65527,48.90428329463771,1339.9030838508363
492391197,V2E,KAMLOOPS,59,5901,Interior,592,Interior,14672,104.066573314475,140.9866735561977
492391201,N5Z,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,23755,10.517621720467478,2258.590452418758
492391210,K2P,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,17603,1.3331170498263885,13204.39191914351
492391239,V3C,PORT COQUITLAM,59,5902,Fraser,591,Fraser,38818,26.338689340123192,1473.8015054100044
492391246,L5M,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,104868,24.94455822669293,4204.043184368034
492391261,R2N,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,30306,40.71399486465729,744.3632122257749
492391273,S0N,GULL LAKE,47,4706,South,476,South,21447,37864.63146050063,0.566412485022413
492391304,N7T,SARNIA,35,3542,Lambton,3542,Lambton Public Health,26347,105.62042159168674,249.44986587777208
492391321,N7A,GODERICH,35,3539,Huron Perth,3539,Huron Perth Health Unit,11720,256.180658693529,45.748965045876986
492391327,T4B,AIRDRIE,48,4832,Calgary,4832,Calgary Zone,48548,387.13592710890225,125.4029827780446
492391339,B0J,HUBBARDS,12,1204,Zone 4 - Central,1204,Zone 4 - Central,39302,5553.879868663486,7.076494438014885
492391344,B2N,TRURO,12,1202,Zone 2 - Northern,1202,Zone 2 - Northern,19842,54.51398651456488,363.97998511260363
492391400,K9V,LINDSAY,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit",27760,264.94182102925237,104.77772022611336
492391406,T3G,CALGARY,48,4832,Calgary,4832,Calgary Zone,59025,25.376139176058043,2326.0039516054153
492391410,K9A,COBOURG,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit",25677,179.77392781927136,142.8293875061425
492391460,M1M,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,22913,9.059192446055889,2529.254140083497
492391481,P1A,NORTH BAY,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit,16586,49.17000588810563,337.3194633684639
492391489,K6J,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit,17644,25.642736416396982,688.0700917986945
492391497,L8V,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services,21207,5.524105009541257,3838.9929162047392
492391504,S7K,SASKATOON,47,4704,Saskatoon,474,Saskatoon,39174,1266.1040237434522,30.94058565912728
492391531,V1A,KIMBERLEY,59,5901,Interior,592,Interior,8414,2186.2403580714176,3.8486161729364348
492391535,H2E,MONTREAL,24,2406,Montréal,2406,Région de Montréal,24297,1.915392523346383,12685.128350376299
492391540,T1L,BANFF,48,4832,Calgary,4832,Calgary Zone,7442,4.770220617895979,1560.0955587002754
492391555,V2S,ABBOTSFORD,59,5902,Fraser,591,Fraser,48647,36.09470031961169,1347.760185546357
492391558,P7A,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit,28418,434.5480436439359,65.39668148474145
492391567,V1V,KELOWNA,59,5901,Interior,592,Interior,21155,70.95969424933048,298.1269891844214
492391586,K6H,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit,30949,77.49853103034803,399.3495049329455
492391628,H4N,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal,29755,5.344504829545015,5567.4007132543065
492391648,V5G,BURNABY,59,5902,Fraser,591,Fraser,19862,11.946105538377198,1662.6338965609143
492391673,V5C,BURNABY,59,5902,Fraser,591,Fraser,30408,7.629522272447747,3985.5706444178622
492391697,H3C,MONTREAL,24,2406,Montréal,2406,Région de Montréal,10877,4.851835550037136,2241.83195984801
492391704,L9E,MILTON,35,3536,Halton,3536,Halton Region Health Department,723,176.21151981957482,4.103023461464317
492391719,S4X,REGINA,47,4705,Regina,475,Regina,27895,14.53877946238165,1918.6617468252332
492391764,J0K,RAWDON,24,2414,Lanaudière,2414,Région de Lanaudière,139128,12156.545269230472,11.444698877743498
492391785,V3J,COQUITLAM,59,5902,Fraser,591,Fraser,40921,14.230915634039567,2875.500147166864
492391791,E4Y,ROGERSVILLE,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area),3038,666.6439083838035,4.557155569553255
492391806,M3N,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,41958,6.658579749902295,6301.343766381362
492391809,L6S,BRAMPTON,35,3553,Peel,3553,Peel Public Health,53308,42.06570337133833,1267.2556436158789
492391814,L7L,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department,46761,24.622698645826674,1899.101340296246
492391827,L1J,OSHAWA,35,3530,Durham,3530,Durham Region Health Department,41793,23.36184526563659,1788.9425909979025
492391866,V3S,SURREY,59,5902,Fraser,591,Fraser,95349,51.50551467467298,1851.2386606028103
492391867,M8V,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,37975,6.65016789211803,5710.382146142365
492391905,M1M,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,22913,9.059192446055889,2529.254140083497
492391906,T3G,CALGARY,48,4832,Calgary,4832,Calgary Zone,59025,25.376139176058043,2326.0039516054153
492391932,N1R,CAMBRIDGE,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",42210,181.70777520759472,232.2960586126629
492391934,J5W,L'ASSOMPTION,24,2414,Lanaudière,2414,Région de Lanaudière,25868,137.21663411151044,188.51941798089956
492391937,K6H,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit,30949,77.49853103034803,399.3495049329455
492391990,L7T,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department,17728,14.156462522528441,1252.2902506037685
492392019,M5V,TORONTO,35,3595,Toronto,3595,Toronto Public Health,49195,3.6503405918534835,13476.824631046531
492392020,T2X,CALGARY,48,4832,Calgary,4832,Calgary Zone,43339,40.308330692432776,1075.1871698853602
492392037,K1L,VANIER,35,3551,Ottawa,3551,Ottawa Public Health,17021,3.485842037526569,4882.8948118594335
492392064,L6Z,BRAMPTON,35,3553,Peel,3553,Peel Public Health,32749,15.997505105340869,2047.1317111232888
492392091,L6V,BRAMPTON,35,3553,Peel,3553,Peel Public Health,41853,8.703810563014965,4808.583516034417
492392095,V2W,MAPLE RIDGE,59,5902,Fraser,591,Fraser,19022,75.75381561627125,251.10286320566857
492392104,V0X,HOPE,59,5901,Interior,592,Interior,20629,10731.965791798639,1.9222014307727917
492392116,S0A,CANORA,47,4703,Central,473,Central,52641,34728.094639319446,1.5158044386460352
492392121,V2E,KAMLOOPS,59,5901,Interior,592,Interior,14672,104.066573314475,140.9866735561977
492392134,T1L,BANFF,48,4832,Calgary,4832,Calgary Zone,7442,4.770220617895979,1560.0955587002754
492392169,M4Y,TORONTO,35,3595,Toronto,3595,Toronto Public Health,30472,0.9725658872633297,31331.553367293327
492392171,L8R,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services,10817,6.689592243645931,1616.9894376259572
492392199,L0B,ORONO,35,3530,Durham,3530,Durham Region Health Department,15146,541.5692204976681,27.966877412423436
492392223,L8L,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services,30825,28.20313173781725,1092.9637278071184
492392242,H4A,MONTREAL,24,2406,Montréal,2406,Région de Montréal,26453,3.031594839289225,8725.77023062952
492392258,K7V,RENFREW,35,3557,Renfrew,3557,Renfrew County and District Health Unit,13438,692.2522457777479,19.41199914043234
492392276,T2A,CALGARY,48,4832,Calgary,4832,Calgary Zone,59641,20.564011705339443,2900.260943953568
492392277,L6E,MARKHAM,35,3570,York,3570,York Region Public Health,36356,8.44778753499418,4303.612022603389
492392280,V8V,VICTORIA,59,5904,Island,593,Vancouver Island,25892,4.605297835095008,5622.220522348875
492392285,T8N,ST. ALBERT,48,4834,Edmonton,4834,Edmonton Zone,65527,48.90428329463771,1339.9030838508363
492392323,L6P,BRAMPTON,35,3553,Peel,3553,Peel Public Health,82182,46.15089596692546,1780.7238251429965
492392337,S4W,REGINA,47,4705,Regina,475,Regina,8283,38.22844261881498,216.67113365280898
492392340,M1P,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,45571,11.297216840152355,4033.8253788342286
492392344,J4K,LONGUEUIL,24,2416,Montérégie,2416,Région de la Montérégie,25903,6.1193444247958855,4232.969776147877
492392365,V2A,PENTICTON,59,5901,Interior,592,Interior,37469,299.4662566192173,125.11927194402826
492392377,L4S,RICHMOND HILL,35,3570,York,3570,York Region Public Health,35803,11.396006489774381,3141.714602578191
492392402,V5R,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,46565,5.854827410594561,7953.266037481931
492392454,V2E,KAMLOOPS,59,5901,Interior,592,Interior,14672,104.066573314475,140.9866735561977
492392512,V2Y,LANGLEY,59,5902,Fraser,591,Fraser,35222,41.63045379381959,846.0633212033115
492392549,L4A,STOUFFVILLE,35,3570,York,3570,York Region Public Health,42174,145.41060839301232,290.03385974435315
492392573,M5C,TORONTO,35,3595,Toronto,3595,Toronto Public Health,2951,0.28599283610959303,10318.440280333354
492392606,L1B,NEWCASTLE,35,3530,Durham,3530,Durham Region Health Department,11977,73.82391651760021,162.23739629344357
492392607,V3S,SURREY,59,5902,Fraser,591,Fraser,95349,51.50551467467298,1851.2386606028103
492392629,V6J,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,22188,4.079590130418626,5438.781664500984
492392672,N5W,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,23250,17.745466679763844,1310.1937762230443
492392720,M8Y,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,21299,5.502525608863449,3870.7679916458083
492392722,K8V,TRENTON,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit,27192,156.86551117205408,173.34594326585352
492392733,T6E,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,22674,12.487749267888411,1815.6994918455798
492392748,J3V,SAINT-BRUNO,24,2416,Montérégie,2416,Région de la Montérégie,25953,43.90004333719606,591.1839266457008
492392790,N1T,CAMBRIDGE,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",17670,19.8206755619028,891.493326996553
492392794,L4A,STOUFFVILLE,35,3570,York,3570,York Region Public Health,42174,145.41060839301232,290.03385974435315
492392819,A1E,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,27115,14.38483546852222,1884.9711600341002
492392844,B4V,BRIDGEWATER,12,1201,Zone 1 - Western,1201,Zone 1 - Western,20167,693.1126828735819,29.096279000969165
492392847,K1C,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health,37662,19.015034066475767,1980.643309306479
492392867,J6E,JOLIETTE,24,2414,Lanaudière,2414,Région de Lanaudière,43876,71.13946338198764,616.7603453009642
492392885,M4E,TORONTO,35,3595,Toronto,3595,Toronto Public Health,25044,3.7200155512745114,6732.229920764631
492392897,K9J,PETERBOROUGH,35,3555,Peterborough,3555,Peterborough Public Health,43047,267.3049852503078,161.04076757001084
492392902,T6R,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,45145,20.812676390887173,2169.110745399699
492392942,T6C,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,20587,8.875798894078493,2319.4531833900223
492392965,M6L,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,20616,4.885575036216948,4219.769391969795
492392983,T1C,MEDICINE HAT,48,4831,South,4831,South Zone,9391,11.222397101626118,836.8087419254884
492393004,K7A,SMITHS FALLS,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit",16626,458.71763499105907,36.244518919191016
492393018,L4M,BARRIE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,45991,129.12313890585892,356.1793834142393
492393057,V7M,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,20181,3.7301504467223943,5410.2375462449845
492393070,L7S,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department,12191,3.9310923607936945,3101.173638550333
492393077,M6S,TORONTO,35,3595,Toronto,3595,Toronto Public Health,34299,8.466839222711622,4050.980430571501
492393104,M9A,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,35594,10.155786707237153,3504.799876767324
492393115,L4G,AURORA,35,3570,York,3570,York Region Public Health,55445,50.195855355700544,1104.573268193214
492393126,M4K,TORONTO,35,3595,Toronto,3595,Toronto Public Health,31583,4.118024346886897,7669.454412982235
492393130,L6H,OAKVILLE,35,3536,Halton,3536,Halton Region Health Department,60913,26.71296241087452,2280.2787299698016
492393134,T5R,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,25867,12.815680234397874,2018.3868141912424
492393136,T9V,LLOYDMINSTER,48,4833,Central,4833,Central Zone,20959,396.0941418706883,52.9141882811345
492393145,S4T,REGINA,47,4705,Regina,475,Regina,31932,20.08020369956678,1590.2229119662225
492393150,T2E,CALGARY,48,4832,Calgary,4832,Calgary Zone,34729,51.05848203669362,680.1808164810247
492393175,T8A,SHERWOOD PARK,48,4834,Edmonton,4834,Edmonton Zone,43987,42.096778154276016,1044.9018173979184
492393179,L5M,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,104868,24.94455822669293,4204.043184368034
492393236,V7N,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,14883,18.91065391273062,787.0166768786768
492393237,T3K,CALGARY,48,4832,Calgary,4832,Calgary Zone,80792,41.55836022914207,1944.061304501279
492393258,E3B,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area),36946,545.8159966086666,67.68947819330614
492393316,B3M,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,32204,11.47942713037223,2805.3664729309326
492393320,T5P,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,21557,7.076032674193561,3046.48112757009
492393348,M1L,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,35081,8.32310909316299,4214.891287297586
492393368,T0C,STETTLER,48,4833,Central,4833,Central Zone,62701,18168.275530319643,3.451125556487907
492393373,H2G,MONTREAL,24,2406,Montréal,2406,Région de Montréal,21981,2.0051564792843686,10962.236726704203
492393377,L4N,BARRIE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,98663,65.51597146436772,1505.9381368352297
492393397,V2R,CHILLIWACK,59,5902,Fraser,591,Fraser,48608,250.52333671439226,194.02583662461467
492393483,T5L,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,17124,9.400267909155499,1821.6502088543543
492393492,K1T,GLOUCESTER,35,3551,Ottawa,3551,Ottawa Public Health,35432,46.46097556393206,762.6185109101773
492393497,H1G,MONTREAL-NORD,24,2406,Montréal,2406,Région de Montréal,48556,7.852432089353223,6183.561914000505
492393498,H4B,MONTREAL,24,2406,Montréal,2406,Région de Montréal,20368,3.095282383173378,6580.33661507746
492393514,H3L,MONTREAL,24,2406,Montréal,2406,Région de Montréal,20636,3.836250062150872,5379.211382385747
492393520,V1R,TRAIL,59,5901,Interior,592,Interior,10021,817.1708951600299,12.263040765833377
492393537,N4N,HANOVER,35,3533,Grey Bruce,3533,Grey Bruce Health Unit,9901,143.3340029856024,69.07642146151834
492393596,T5Z,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,30715,12.59601356146044,2438.469905588031
492393616,T2W,CALGARY,48,4832,Calgary,4832,Calgary Zone,42377,283.43854302180944,149.51036492146824
492393635,M1K,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,48434,8.702474847282014,5565.543233385739
492393639,M5V,TORONTO,35,3595,Toronto,3595,Toronto Public Health,49195,3.6503405918534835,13476.824631046531
492393650,L6C,MARKHAM,35,3570,York,3570,York Region Public Health,50929,53.139512562773675,958.4017154812552
492393671,L6S,BRAMPTON,35,3553,Peel,3553,Peel Public Health,53308,42.06570337133833,1267.2556436158789
492393722,H3M,MONTREAL,24,2406,Montréal,2406,Région de Montréal,15478,2.60074088889604,5951.381033798445
492393767,V7L,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,26608,7.270073053412342,3659.9357124081507
492393781,K7M,KINGSTON,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit",47676,46.336203471817015,1028.9146806988165
492393783,N2A,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",29858,13.875845658777818,2151.79677939931
492393784,A0G,LEWISPORTE,10,1012,Central,1012,Central Regional Health Authority,35266,17126.57061717745,2.059139613427876
492393802,K2J,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health,68963,48.7584073901742,1414.3817177649948
492393822,T6H,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,30171,18.0199914947186,1674.3071165623294
492393833,H2T,MONTREAL,24,2406,Montréal,2406,Région de Montréal,16272,1.3605427075465093,11959.933274967594
492393846,L6L,OAKVILLE,35,3536,Halton,3536,Halton Region Health Department,29742,17.206618864471455,1728.5208810786082
492393868,M6S,TORONTO,35,3595,Toronto,3595,Toronto Public Health,34299,8.466839222711622,4050.980430571501
492393872,B0P,BERWICK,12,1201,Zone 1 - Western,1201,Zone 1 - Western,40417,1949.4685321309282,20.732317210486553
492393921,V6G,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,27198,5.258853356038896,5171.849861294902
492393923,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal,20338,2.658134288980205,7651.231197880032
492393936,T0A,ST PAUL,48,4835,North,4835,North Zone,59234,39826.1674823624,1.4873135866320213
492393971,T4H,OLDS,48,4833,Central,4833,Central Zone,12316,1075.6177315844354,11.450164531834144
492393976,H9R,POINTE-CLAIRE,24,2406,Montréal,2406,Région de Montréal,23861,15.149111483897551,1575.075873285544
492393989,M3H,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,37011,15.858421950488228,2333.8387713199013
492393999,M4W,TORONTO,35,3595,Toronto,3595,Toronto Public Health,14561,4.51343704309367,3226.1444794673316
492394037,V7C,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal,39252,11.284875962405353,3478.283689671455
492394067,T4T,ROCKY MOUNTAIN HOUSE,48,4833,Central,4833,Central Zone,13389,7516.189513387476,1.7813547644257979
492394128,V5H,BURNABY,59,5902,Fraser,591,Fraser,38845,6.84213842199296,5677.3186399063425
492394131,M5B,TORONTO,35,3595,Toronto,3595,Toronto Public Health,12785,0.5955577951678342,21467.27001767655
492394174,M4L,TORONTO,35,3595,Toronto,3595,Toronto Public Health,32640,4.423547704313449,7378.692891267429
492394176,T5R,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,25867,12.815680234397874,2018.3868141912424
492394186,N2A,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",29858,13.875845658777818,2151.79677939931
492394192,H1V,MONTREAL,24,2406,Montréal,2406,Région de Montréal,22086,5.062696280074187,4362.49752664925
492394216,N3T,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit,34317,266.9161535468778,128.5684644559101
492394238,J4X,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie,17657,5.437660054933373,3247.1687861363284
492394255,T3H,CALGARY,48,4832,Calgary,4832,Calgary Zone,71251,38.232095515010265,1863.643596831521
492394290,L5A,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,47828,8.241923281747788,5803.014462160531
492394313,V3R,SURREY,59,5902,Fraser,591,Fraser,57844,21.813890798310535,2651.704848750777
492394315,T3K,CALGARY,48,4832,Calgary,4832,Calgary Zone,80792,41.55836022914207,1944.061304501279
492394328,A1E,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,27115,14.38483546852222,1884.9711600341002
492394331,V6Y,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal,47768,10.040074405217373,4757.733665317971
492394343,M6G,TORONTO,35,3595,Toronto,3595,Toronto Public Health,32086,3.82144574675875,8396.298711610521
492394372,K4A,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health,54524,27.593206200172947,1975.993641494922
492394437,R1C,NAROL,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority,3714,42.21133842850601,87.98583836166338
492394442,H9B,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal,20943,7.198561555623123,2909.331237661012
492394520,T3H,CALGARY,48,4832,Calgary,4832,Calgary Zone,71251,38.232095515010265,1863.643596831521
492394565,V8T,VICTORIA,59,5904,Island,593,Vancouver Island,20136,4.997161668225553,4029.4874044269436
492394570,T0M,RED DEER COUNTY,48,4833,Central,4833,Central Zone,67484,21692.826627634757,3.1108901185810107
492394605,E2A,BATHURST,13,1306,Zone 6 (Bathurst area),1306,Zone 6 (Bathurst area),17205,1951.548011533097,8.81607826111544
492394647,J8V,CANTLEY,24,2407,Outaouais,2407,Région de l'Outaouais,26483,148.02810981319885,178.90520951338024
492394660,M1P,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,45571,11.297216840152355,4033.8253788342286
492394688,V5H,BURNABY,59,5902,Fraser,591,Fraser,38845,6.84213842199296,5677.3186399063425
492394715,V1S,KAMLOOPS,59,5901,Interior,592,Interior,11279,290.0064053608937,38.8922444177191
492394731,A1Y,CARBONEAR,10,1011,Eastern,1011,Eastern Regional Health Authority,5669,144.1634554212695,39.323419263462036
492394907,V2R,CHILLIWACK,59,5902,Fraser,591,Fraser,48608,250.52333671439226,194.02583662461467
492394915,M2R,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,40792,7.111053884891966,5736.421163488305
492394917,V5K,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,23016,5.895087543658566,3904.2677194435655
492394918,R2N,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,30306,40.71399486465729,744.3632122257749
492394921,L6P,BRAMPTON,35,3553,Peel,3553,Peel Public Health,82182,46.15089596692546,1780.7238251429965
492422811,R0K,CARBERRY,46,4602,Prairie Mountain,4602,Prairie Mountain Health,27772,12929.549897132652,2.14794793484334
492611818,G4R,SEPT-ILES,24,2409,Côte-Nord,2409,Région de la Côte-Nord,20973,18902.18457148535,1.1095542909700793
492618722,R0A,NIVERVILLE,46,4605,Southern Health,4605,Southern Health—Santé Sud,46213,7187.264860753335,6.429845135157044
492638676,R2J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,26499,29.15017002612752,909.0513014589193
492707670,E3B,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area),36946,545.8159966086666,67.68947819330614
492707671,A2H,CORNER BROOK,10,1013,Western,1013,Western Regional Health Authority,26092,1722.2959956769203,15.149544599472268
492707740,V2B,KAMLOOPS,59,5901,Interior,592,Interior,39843,100.43460454011527,396.7058981557102
492707849,R3B,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,12963,2.5802791596559564,5023.875014255602
492708011,M4W,TORONTO,35,3595,Toronto,3595,Toronto Public Health,14561,4.51343704309367,3226.1444794673316
492708126,L4H,WOODBRIDGE,35,3570,York,3570,York Region Public Health,68382,64.45313924613404,1060.9568564048122
492708184,M1S,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,37769,12.983957260795059,2908.8974371506256
492708200,K1V,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,54835,35.56988145025114,1541.6132346882714
492708224,P3C,SUDBURY,35,3561,Sudbury,3561,Sudbury and District Health Unit,16249,10.888144705810577,1492.3570947150017
492708247,E5T,NORTON,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area),3035,520.0266256794455,5.836239627220228
492708271,N2M,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",33221,10.087167728810178,3293.392247768101
492708280,H8P,LASALLE,24,2406,Montréal,2406,Région de Montréal,22706,4.375746295570532,5189.057698108495
492708282,J7Z,SAINT-JEROME,24,2415,Laurentides,2415,Région des Laurentides,29351,18.688059457683465,1570.5750544330883
492708286,K0L,DOURO-DUMMER,35,3555,Peterborough,3555,Peterborough Public Health,71343,7709.093422334344,9.25439556787691
492708365,M1R,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,29858,10.426291370414113,2863.722002314817
492708390,G5A,LA MALBAIE,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale,8332,462.0719818847774,18.031822587498226
492708447,T6K,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,29838,10.52265299240352,2835.5966904487445
492708549,K0M,MINDEN,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit",49388,5162.914053956725,9.565915582528495
492708560,M1W,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,48471,8.389703558418237,5777.438936011529
492708670,L4A,STOUFFVILLE,35,3570,York,3570,York Region Public Health,42174,145.41060839301232,290.03385974435315
492708701,V1C,CRANBROOK,59,5901,Interior,592,Interior,25413,1916.4536681097202,13.260430149123263
492708769,V3T,SURREY,59,5902,Fraser,591,Fraser,38549,8.310431687486517,4638.627865510933
492708803,G0A,BOISCHATEL,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale,86140,15329.694407339335,5.619159633003454
492708806,T5H,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,26290,7.569661362675001,3473.0747837191916
492708843,A1N,MOUNT PEARL,10,1011,Eastern,1011,Eastern Regional Health Authority,22957,15.811779374830767,1451.8922542356627
492708946,A1G,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,5777,10.755039261686433,537.1435528440966
492709000,N9Y,KINGSVILLE,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,14814,78.32903533505853,189.12527055429655
